name,unit,amount,category,source_external_id,is_canonical,calories,fat,protein,carbs,fiber,sugar,sodium,calcium,iron,magnesium,potassium,phosphorus,cholesterol,trans_fat,saturated_fat,water,omega3,omega6,zinc,vitamin_c,glycemic_load,kcal_per_g,burn_run_10kph_min_per_g,burn_walk_7kph_min_per_g,burn_cycle_15kph_min_per_g,burn_swim_crawl_min_per_g,burn_hike_min_per_g,burn_aerobics_min_per_g,nutrient_source,nutrient_source_ref,nutrient_match_score,data_quality_status,data_quality_flags
آب گازدار,گرم,100,نوشیدنی,34070,true,0,0,0,0,0,0,12,1,0.0237,0.027,0,0,,,,91.1,0,0,0.1,0,0,0,,,,,,,merged,"FoodID:34070|آب گازدار تونیک carbonated, tonic water",0.9,verified,
آب گازدار (سودا),گرم,100,نوشیدنی,,true,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آب گریپ فروت,گرم,100,نوشیدنی,31070,true,39,0.1,0.5,9.2,0.1,9,1,9,0.198,11.9946,162,15,,,,90,0.005,0.019,0.05,38,,0.39,0.032486,0.060069,0.054891,0.038358,0.045481,0.046819,merged,FoodID:31070|آب گریپ فروت گریپ‌فروت Grapefruit juice,0.98,verified,
آب گریپ فروت شیرین نشده,لیوان,1,نوشیدنی,,false,82.5,0.25,1,20.75,0,,,,,,,,,,,,,,,,,0.34375,0.028634,0.052946,0.048381,0.033809,0.040087,0.041267,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آب گریپ فروت شیرین نشده,گرم,100,نوشیدنی,,true,33,0.1,0.4,8.3,0,,,,,,,,,,,,,,,,,0.33,0.027489,0.050828,0.046446,0.032456,0.038484,0.039616,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آب گلابی,گرم,100,نوشیدنی,,true,43,0,0,12,0.1,2.3,,,,,,,,,,,,,,,,0.43,0.035818,0.06623,0.060521,0.042292,0.050146,0.051621,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آب گوجه فرنگی,لیوان,1,نوشیدنی,,false,35,0,2,7.5,2.5,,,,,,,,,,,,,,,,,0.145833,0.012148,0.022462,0.020525,0.014343,0.017007,0.017507,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آب گوجه فرنگی,گرم,100,نوشیدنی,,true,15.5,0.05,0.8,3.6,0.7,3.6,,,,,,,,,,,,,,,,0.155,0.012911,0.023874,0.021816,0.015245,0.018076,0.018607,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آب گوشت,قاشق غذاخوری,1,غذاهای ایرانی,183010,false,2.4,0.15,0.15,0,0,0,32.7386,3.4341,0.1856,3.5551,40.3348,14.3447,,,,11.0258,0.0156,0.066,0.2227,0.7583,,0.16,0.013328,0.024644,0.022519,0.015736,0.018659,0.019208,merged,FoodID:183010|آب‌گوشت,1,verified,
آب گوشت,لیوان,1,غذاهای ایرانی,183010,false,38.4,2.4,2.4,0,0,0,523.8182,54.9455,2.9694,56.8808,645.3576,229.5152,,,,176.4121,0.2496,1.0559,3.5636,12.1333,,0.16,0.013328,0.024644,0.022519,0.015736,0.018659,0.019208,merged,FoodID:183010|آب‌گوشت,1,verified,
آب گوشت,گرم,100,غذاهای ایرانی,183010,true,16,1,1,0,0,0,218.2576,22.8939,1.2373,23.7003,268.899,95.6313,,,,73.5051,0.104,0.4399,1.4848,5.0556,,0.16,0.013328,0.024644,0.022519,0.015736,0.018659,0.019208,merged,FoodID:183010|آب‌گوشت,1,verified,
آبجو (حرام در دین مبین اسلام),قوطی,1,تنقلات,,false,153.08,0,1.78,12.82,0,,,,,,,,,,,,,,,,,0.43,0.035818,0.06623,0.060521,0.042292,0.050146,0.051621,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبجو (حرام در دین مبین اسلام),لیوان,1,تنقلات,,false,103.2,0,1.2,8.64,0,,,,,,,,,,,,,,,,,0.43,0.035818,0.06623,0.060521,0.042292,0.050146,0.051621,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبجو (حرام در دین مبین اسلام),گرم,100,تنقلات,,true,43,0,0.5,3.6,0,,,,,,,,,,,,,,,,,0.43,0.035818,0.06623,0.060521,0.042292,0.050146,0.051621,gymshow,gymshow_foods_nutrition7000.csv,,needs_review,macro-energy mismatch (16.4 vs 43.0 kcal)
آبدوغ خیار,گرم,100,سبزیجات,,true,30,2.8,0.3,1.4,0.3,0.3,,,,,,,,,,,,,,,,0.3,0.02499,0.046207,0.042224,0.029506,0.034985,0.036014,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبغوره,قاشق غذاخوری,1,تنقلات,,false,10.6,0.66,0.66,2.66,0,,,,,,,,,,,,,,,,,0.706667,0.058864,0.108844,0.09946,0.069502,0.08241,0.084834,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبغوره,لیوان,1,تنقلات,,false,127.2,7.92,7.92,31.92,0,,,,,,,,,,,,,,,,,0.53,0.044148,0.081633,0.074595,0.052127,0.061808,0.063625,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبغوره,گرم,100,تنقلات,,true,36.5,1.65,1.85,8.7,0.05,0,,,,,,,,,,,,,,,,0.365,0.030404,0.056219,0.051372,0.035899,0.042566,0.043818,gymshow,gymshow_foods_nutrition7000.csv,,needs_review,macro-energy mismatch (57.0 vs 36.5 kcal)
آبمیوه آناناس رانی,قوطی,1,نوشیدنی,,false,120,0.24,1.2,31.2,4.8,,,,,,,,,,,,,,,,,0.5,0.041649,0.077012,0.070373,0.049176,0.058309,0.060024,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبمیوه آناناس رانی,گرم,100,نوشیدنی,,true,50,0.1,0.5,13,2,,,,,,,,,,,,,,,,,0.5,0.041649,0.077012,0.070373,0.049176,0.058309,0.060024,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبمیوه انبه رانی,قوطی,1,نوشیدنی,,false,144,0.96,1.92,36,4.8,,,,,,,,,,,,,,,,,0.6,0.049979,0.092414,0.084448,0.059012,0.069971,0.072029,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبمیوه انبه رانی,گرم,100,نوشیدنی,,true,60,0.4,0.8,15,2,,,,,,,,,,,,,,,,,0.6,0.049979,0.092414,0.084448,0.059012,0.069971,0.072029,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبمیوه پرتقال رانی,قوطی,1,نوشیدنی,,false,112.8,0.24,2.16,28.8,4.8,,,,,,,,,,,,,,,,,0.47,0.03915,0.072391,0.066151,0.046226,0.05481,0.056423,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبمیوه پرتقال رانی,گرم,100,نوشیدنی,,true,47,0.1,0.9,12,2,,,,,,,,,,,,,,,,,0.47,0.03915,0.072391,0.066151,0.046226,0.05481,0.056423,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات,عدد,1,تنقلات,,false,49.05,0,0,13.07,0,,,,,,,,,,,,,,,,,0.981,0.081716,0.151097,0.138072,0.096484,0.114402,0.117767,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات,عدد کوچک,1,تنقلات,,false,16.35,0,0,4.36,0,,,,,,,,,,,,,,,,,0.327,0.027239,0.050366,0.046024,0.032161,0.038134,0.039256,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات,گرم,100,تنقلات,,true,327,0,0,87.1,0,,,,,,,,,,,,,,,,,3.27,0.272387,0.503658,0.460239,0.321613,0.381341,0.392557,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات ساده,گرم,100,تنقلات,,true,387,0,0,99,0,66,,,,,,,,,,,,,,,,3.87,0.322366,0.596072,0.544687,0.380625,0.451312,0.464586,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات میوه‌ای,گرم,100,تنقلات,,true,322,0.1,0.3,83,1.6,81,,,,,,,,,,,,,,,,3.22,0.268222,0.495957,0.453202,0.316695,0.37551,0.386555,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات ژله ای با آجیل,عدد,1,شیرینی و دسر,,false,172,40.45,2.05,40.55,0,,,,,,,,,,,,,,,,,3.44,0.286547,0.529842,0.484166,0.338333,0.401166,0.412965,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات ژله ای با آجیل,گرم,100,شیرینی و دسر,,true,344,80.9,4.1,81.1,0,,,,,,,,,,,,,,,,,3.44,0.286547,0.529842,0.484166,0.338333,0.401166,0.412965,gymshow,gymshow_foods_nutrition7000.csv,,needs_review,macro-energy mismatch (1068.9 vs 344.0 kcal)
آبنبات ژله ای بدون آجیل,عدد,1,شیرینی و دسر,,false,147.5,0,0.3,38.9,0,,,,,,,,,,,,,,,,,2.95,0.245731,0.45437,0.415201,0.29014,0.344023,0.354142,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات ژله ای بدون آجیل,گرم,100,شیرینی و دسر,,true,295,0,0.6,77.8,0,,,,,,,,,,,,,,,,,2.95,0.245731,0.45437,0.415201,0.29014,0.344023,0.354142,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبنبات ژله‌ای,گرم,100,شیرینی و دسر,,true,375,0,0,94,0.2,70,,,,,,,,,,,,,,,,3.75,0.31237,0.57759,0.527797,0.368822,0.437318,0.45018,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبِ مرغ,گرم,100,نوشیدنی,,true,48,2.6,0.7,5.3,0,0.3,,,,,,,,,,,,,,,,0.48,0.039983,0.073931,0.067558,0.047209,0.055977,0.057623,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبِ گوشت,گرم,100,نوشیدنی,,true,53,2.3,3.7,4.8,0.4,0.2,,,,,,,,,,,,,,,,0.53,0.044148,0.081633,0.074595,0.052127,0.061808,0.063625,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت,گرم,100,گوشت و پروتئین,,true,166,6,9.6,19,2,0.9,,,,,,,,,,,,,,,,1.66,0.138276,0.25568,0.233638,0.163265,0.193586,0.19928,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / آب گوشت,قاشق غذاخوری,1,نوشیدنی,,false,3.75,0.15,0.6,0,0,0,,,,,,,,,,,,,,,,0.25,0.020825,0.038506,0.035186,0.024588,0.029155,0.030012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / آب گوشت,لیوان,1,نوشیدنی,,false,60,2.4,9.6,0,0,0,,,,,,,,,,,,,,,,0.25,0.020825,0.038506,0.035186,0.024588,0.029155,0.030012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / آب گوشت,گرم,100,نوشیدنی,,true,25,1,4,0,0,0,,,,,,,,,,,,,,,,0.25,0.020825,0.038506,0.035186,0.024588,0.029155,0.030012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,بشقاب (400 گرم),1,گوشت و پروتئین,,false,672,40,56,28,,4,,,,,,,,,,,,,,,,1.68,0.139942,0.25876,0.236453,0.165232,0.195918,0.201681,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,سیخ (120 گرم),1,گوشت و پروتئین,,false,201.6,12,16.8,8.4,,1.2,,,,,,,,,,,,,,,,1.68,0.139942,0.25876,0.236453,0.165232,0.195918,0.201681,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,عدد (180 گرم),1,گوشت و پروتئین,,false,302.4,18,25.2,12.6,,1.8,,,,,,,,,,,,,,,,1.68,0.139942,0.25876,0.236453,0.165232,0.195918,0.201681,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,فنجان,1,گوشت و پروتئین,,false,392.5,12.75,38.75,28.75,5.25,,,,,,,,,,,,,,,,,3.270833,0.272456,0.503786,0.460357,0.321695,0.381438,0.392657,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,قاشق غذاخوری,1,گوشت و پروتئین,,false,39.25,1.27,3.88,2.88,0.53,,,,,,,,,,,,,,,,,2.616667,0.217965,0.403029,0.368285,0.257356,0.305151,0.314126,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,پیمانه (250 گرم),1,گوشت و پروتئین,,false,420,25,35,17.5,,2.5,,,,,,,,,,,,,,,,1.68,0.139942,0.25876,0.236453,0.165232,0.195918,0.201681,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,کاسه (350 گرم),1,گوشت و پروتئین,,false,588,35,49,24.5,,3.5,,,,,,,,,,,,,,,,1.68,0.139942,0.25876,0.236453,0.165232,0.195918,0.201681,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت / کوبیده,گرم,100,گوشت و پروتئین,,true,162.5,7.55,14.75,9.25,2.1,1,,,,,,,,,,,,,,,,1.625,0.13536,0.250289,0.228712,0.159823,0.189504,0.195078,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت ساده,بشقاب (400 گرم),1,گوشت و پروتئین,,false,316,14.8,24.8,26,,3.2,,,,,,,,,,,,,,,,0.79,0.065806,0.121679,0.111189,0.077699,0.092128,0.094838,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت ساده,قاشق غذاخوری (15 گرم),1,گوشت و پروتئین,,false,11.85,0.56,0.93,0.98,,0.12,,,,,,,,,,,,,,,,0.79,0.065806,0.121679,0.111189,0.077699,0.092128,0.094838,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت ساده,لیوان (220 گرم),1,گوشت و پروتئین,,false,173.8,8.14,13.64,14.3,,1.76,,,,,,,,,,,,,,,,0.79,0.065806,0.121679,0.111189,0.077699,0.092128,0.094838,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت ساده,پیمانه (250 گرم),1,گوشت و پروتئین,,false,197.5,9.25,15.5,16.25,,2,,,,,,,,,,,,,,,,0.79,0.065806,0.121679,0.111189,0.077699,0.092128,0.094838,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت ساده,کاسه (350 گرم),1,گوشت و پروتئین,,false,276.5,12.95,21.7,22.75,,2.8,,,,,,,,,,,,,,,,0.79,0.065806,0.121679,0.111189,0.077699,0.092128,0.094838,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آبگوشت ساده,گرم,100,گوشت و پروتئین,,true,79,3.7,6.2,6.5,,0.8,,,,,,,,,,,,,,,,0.79,0.065806,0.121679,0.111189,0.077699,0.092128,0.094838,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل برزیلی,گرم,100,خشکبار و آجیل,50180,true,659,67,14,12,7.5,2.3,3,160,2.2429,375.0135,659,725,,,,3.42,0.018,20.564,4.06,0.7,13.4,6.59,0.548938,1.015017,0.927516,0.648144,0.768513,0.791116,merged,FoodID:50180|آجیل برزیلی brazilnuts,1,verified,
آجیل بو داده,لیوان,1,خشکبار و آجیل,,false,528,38.55,19.95,27.45,8.1,,,,,,,,,,,,,,,,,2.2,0.183257,0.338853,0.309641,0.216376,0.25656,0.264106,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل بو داده,گرم,100,خشکبار و آجیل,,true,352,25.7,13.3,18.3,5.4,,,,,,,,,,,,,,,,,3.52,0.293211,0.542164,0.495426,0.346201,0.410496,0.422569,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل سویا بو داده (با نمک),گرم,100,خشکبار و آجیل,,true,470,25,35,34,18,0,,,,,,,,,,,,,,,,4.7,0.391504,0.723912,0.661506,0.462257,0.548105,0.564226,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل سویا بو داده (بدون نمک),گرم,100,خشکبار و آجیل,,true,470,25,35,34,18,0,,,,,,,,,,,,,,,,4.7,0.391504,0.723912,0.661506,0.462257,0.548105,0.564226,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل سویا بو داده با نمک,گرم,100,خشکبار و آجیل,,true,470,25,35,34,18,0,,,,,,,,,,,,,,,,4.7,0.391504,0.723912,0.661506,0.462257,0.548105,0.564226,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل سویا بو داده بدون نمک,گرم,100,خشکبار و آجیل,,true,470,25,35,34,18,0,,,,,,,,,,,,,,,,4.7,0.391504,0.723912,0.661506,0.462257,0.548105,0.564226,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل شیرین,سهم,1,خشکبار و آجیل,,false,91.84,5.4,2.21,8.6,2.21,,,,,,,,,,,,,,,,,0.9184,0.076501,0.141456,0.129261,0.090327,0.107102,0.110252,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل شیرین,گرم,100,خشکبار و آجیل,,true,328,19.3,7.9,30.7,7.9,,,,,,,,,,,,,,,,,3.28,0.273219,0.505198,0.461647,0.322597,0.382507,0.393758,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل مخلوط,لیوان,1,خشکبار و آجیل,,false,909,81.15,34.35,11.85,11.25,,,,,,,,,,,,,,,,,3.7875,0.315494,0.583365,0.533075,0.37251,0.441691,0.454682,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل مخلوط,گرم,100,خشکبار و آجیل,,true,606,54.1,22.9,7.9,7.5,,,,,,,,,,,,,,,,,6.06,0.50479,0.933385,0.85292,0.596017,0.706706,0.727491,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل مغز (با نمک),گرم,100,خشکبار و آجیل,,true,594,51,17,25,8.4,4,,,,,,,,,,,,,,,,5.94,0.494794,0.914902,0.836031,0.584214,0.692711,0.713085,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل مغز (بدون نمک),گرم,100,خشکبار و آجیل,,true,594,51,17,25,8.4,4,,,,,,,,,,,,,,,,5.94,0.494794,0.914902,0.836031,0.584214,0.692711,0.713085,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل مغز بو داده (با نمک),گرم,100,خشکبار و آجیل,,true,594,51,17,25,8.4,4,,,,,,,,,,,,,,,,5.94,0.494794,0.914902,0.836031,0.584214,0.692711,0.713085,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل مغز بو داده با نمک,گرم,100,خشکبار و آجیل,,true,594,51,17,25,8.4,4,,,,,,,,,,,,,,,,5.94,0.494794,0.914902,0.836031,0.584214,0.692711,0.713085,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل مغز(بدون نمک),گرم,100,خشکبار و آجیل,,true,594,51,17,25,8.4,4,,,,,,,,,,,,,,,,5.94,0.494794,0.914902,0.836031,0.584214,0.692711,0.713085,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل و برنج بو داده,لیوان,1,خشکبار و آجیل,,false,519,33.9,18,37.8,7.5,,,,,,,,,,,,,,,,,2.1625,0.180133,0.333077,0.304363,0.212687,0.252187,0.259604,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل و برنج بو داده,گرم,100,خشکبار و آجیل,,true,346,22.6,12,25.2,5,,,,,,,,,,,,,,,,,3.46,0.288213,0.532923,0.486981,0.3403,0.403499,0.415366,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل و تخمه بو داده,لیوان,1,تنقلات,,false,523.5,37.35,19.35,29.4,7.95,,,,,,,,,,,,,,,,,2.18125,0.181695,0.335965,0.307002,0.214532,0.254373,0.261855,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آجیل و تخمه بو داده,گرم,100,تنقلات,,true,349,24.9,12.9,19.6,5.3,,,,,,,,,,,,,,,,,3.49,0.290712,0.537543,0.491203,0.343251,0.406997,0.418968,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آدامس,عدد، مکعبی,1,تنقلات,,false,18,0.02,0,4.85,0.12,,,,,,,,,,,,,,,,,0.36,0.029988,0.055449,0.050669,0.035407,0.041983,0.043217,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آدامس,عدد، نازک,1,تنقلات,,false,10.8,0.01,0,2.91,0.07,,,,,,,,,,,,,,,,,0.216,0.017993,0.033269,0.030401,0.021244,0.02519,0.02593,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آدامس,گرم,100,تنقلات,,true,360,0.3,0,97,2.4,66,,,,,,,,,,,,,,,,3.6,0.299875,0.554486,0.506685,0.354069,0.419825,0.432173,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آدامس کم قند,گرم,100,تنقلات,,true,268,0.4,0,95,2.4,0,,,,,,,,,,,,,,,,2.68,0.22324,0.412784,0.377199,0.263585,0.312536,0.321729,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرتیشو خام,گرم,100,تنقلات,,true,47,0.2,3.3,11,5,1,,,,,,,,,,,,,,,,0.47,0.03915,0.072391,0.066151,0.046226,0.05481,0.056423,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرتیشو پخته,گرم,100,تنقلات,,true,53,0.3,2.9,12,6,1,,,,,,,,,,,,,,,,0.53,0.044148,0.081633,0.074595,0.052127,0.061808,0.063625,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد ارزن,گرم,100,تنقلات,,true,382,4.2,11,75,3.5,1.6,,,,,,,,,,,,,,,,3.82,0.318201,0.588371,0.53765,0.375707,0.445481,0.458583,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد بادام,قاشق غذاخوری,1,خشکبار و آجیل,,false,40.11,3.52,1.47,1.37,0.76,,,,,,,,,,,,,,,,,2.674,0.222741,0.41186,0.376355,0.262995,0.311837,0.321008,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد بادام,لیوان,1,خشکبار و آجیل,,false,515.7,45.27,18.9,17.64,9.72,,,,,,,,,,,,,,,,,2.14875,0.178988,0.330959,0.302428,0.211335,0.250583,0.257953,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد بادام,گرم,100,خشکبار و آجیل,,true,573,50.3,21,19.6,10.8,,,,,,,,,,,,,,,,,5.73,0.477301,0.882557,0.806474,0.56356,0.668222,0.687875,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد بادام زمینی,گرم,100,خشکبار و آجیل,,true,327,0.5,52,35,16,8.2,,,,,,,,,,,,,,,,3.27,0.272387,0.503658,0.460239,0.321613,0.381341,0.392557,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد برنج,فنجان,1,غلات و حبوبات,43130,false,578.28,2.21,9.48,126.56,3.79,1.4143,0,12,0.4026,41.9191,91.2,117.6,,,,14.268,0.0804,0.3756,0.96,0,13.6,4.819,0.401416,0.742241,0.678255,0.473961,0.561983,0.578511,merged,FoodID:43130|آرد برنج Rice flour,1,verified,
آرد برنج,قاشق غذاخوری (10 گرم),1,غلات و حبوبات,43130,false,34.7,0.14,0.6,8.01,0.2277,0.01,0,1,0.0336,3.4933,7.6,9.8,,,,1.189,0.0067,0.0313,0.08,0,13.6,3.47,0.289046,0.534463,0.488388,0.341284,0.404665,0.416567,merged,FoodID:43130|آرد برنج Rice flour,1,verified,
آرد برنج,قاشق چای‌خوری (3.5 گرم),1,غلات و حبوبات,43130,false,12.14,0.05,0.21,2.8,0.0797,0,0,0.35,0.0117,1.2226,2.66,3.43,,,,0.4162,0.0023,0.011,0.028,0,13.6,3.468571,0.288927,0.534243,0.488187,0.341143,0.404498,0.416395,merged,FoodID:43130|آرد برنج Rice flour,1,verified,
آرد برنج,پیمانه (120 گرم),1,غلات و حبوبات,43130,false,416.4,1.68,7.2,96.12,2.7325,0.12,0,12,0.4026,41.9191,91.2,117.6,,,,14.268,0.0804,0.3756,0.96,0,13.6,3.47,0.289046,0.534463,0.488388,0.341284,0.404665,0.416567,merged,FoodID:43130|آرد برنج Rice flour,1,verified,
آرد برنج,کیلوگرم (1000 گرم),1,غلات و حبوبات,43130,false,3470,14,60,801,22.7712,1,0,100,3.3552,349.3261,760,980,,,,118.9,0.67,3.13,8,0,13.6,3.47,0.289046,0.534463,0.488388,0.341284,0.404665,0.416567,merged,FoodID:43130|آرد برنج Rice flour,1,verified,
آرد برنج,گرم,100,غلات و حبوبات,43130,true,356.5,1.4,6,80.1,2.4,0.1,0,10,0.3355,34.9326,76,98,,,,11.89,0.067,0.313,0.8,0,13.6,3.565,0.29696,0.549095,0.501759,0.350627,0.415743,0.427971,merged,FoodID:43130|آرد برنج Rice flour,1,verified,
آرد برنج سفید,گرم,100,غلات و حبوبات,43130,true,366,1.4,6,80,2.4,0.1,0,10,0.3355,34.9326,76,98,,,,11.89,0.067,0.313,0.8,0,13.6,3.66,0.304873,0.563727,0.51513,0.35997,0.426822,0.439376,merged,FoodID:43130|آرد برنج Rice flour,0.9,verified,
آرد برنج قهوه ای,گرم,100,غلات و حبوبات,43130,true,363,2.8,7,76,4.6,0.9,0,10,0.3355,34.9326,76,98,,,,11.89,0.067,0.313,0.8,0,13.6,3.63,0.302374,0.559107,0.510908,0.35702,0.423324,0.435774,merged,FoodID:43130|آرد برنج Rice flour,0.9,verified,
آرد جو,گرم,100,غلات و حبوبات,,true,345,1.6,11,75,10,0.8,,,,,,,,,,,,,,,,3.45,0.28738,0.531382,0.485574,0.339316,0.402332,0.414166,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد جو دوسر,گرم,100,غلات و حبوبات,,true,404,9,15,66,6.5,0.8,,,,,,,,,,,,,,,,4.04,0.336526,0.622256,0.568614,0.397344,0.471137,0.484994,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد جو دوسر خام,قاشق غذاخوری,1,غلات و حبوبات,,false,40.1,0.78,1.24,7.27,0.63,,,,,,,,,,,,,,,,,2.673333,0.222685,0.411757,0.376261,0.262929,0.311759,0.320928,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد جو دوسر خام,لیوان,1,غلات و حبوبات,,false,601.5,11.7,18.6,109.05,9.45,,,,,,,,,,,,,,,,,2.50625,0.208767,0.386022,0.352745,0.246496,0.292274,0.30087,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد جو دوسر خام,گرم,100,غلات و حبوبات,,true,401,7.8,12.4,72.7,6.3,,,,,,,,,,,,,,,,,4.01,0.334027,0.617636,0.564391,0.394394,0.467638,0.481393,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد جو دوسر سریع پز خام,قاشق غذاخوری,1,غلات و حبوبات,,false,37.5,0.82,1.12,6.6,0.68,,,,,,,,,,,,,,,,,2.5,0.208247,0.38506,0.351865,0.245881,0.291545,0.30012,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد جو دوسر سریع پز خام,لیوان,1,غلات و حبوبات,,false,562.5,12.3,16.8,99,10.2,,,,,,,,,,,,,,,,,2.34375,0.195231,0.360993,0.329873,0.230514,0.273324,0.281363,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد جو دوسر سریع پز خام,گرم,100,غلات و حبوبات,,true,375,8.2,11.2,66,6.8,,,,,,,,,,,,,,,,,3.75,0.31237,0.57759,0.527797,0.368822,0.437318,0.45018,gymshow,gymshow_foods_nutrition7000.csv,,verified,
آرد خرنوب,گرم,100,تنقلات,,true,222,0.7,4.6,89,40,49,,,,,,,,,,,,,,,,2.22,0.184923,0.341933,0.312456,0.218343,0.258892,0.266507,gymshow,gymshow_foods_nutrition7000.csv,,needs_review,macro-energy mismatch (380.7 vs 222.0 kcal)
آرد ذرت,قاشق غذاخوری,1,غلات و حبوبات,43150,false,35.4,0.07,0.06,9.2,0.39,0.2473,0.75,1.05,0.3296,13.9164,47.25,40.8,,,,1.6365,0.0079,0.2559,0.2595,0,11,2.36,0.196585,0.363496,0.33216,0.232112,0.275219,0.283313,merged,FoodID:43150|آرد ذرت Corn flour,1,verified,
